nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau
2.0000e+03,9.1000e+01,3.0000e+00,2.2141e+01,-1.0266e+06,-1.0266e+06,-3.0283e-01,-inf,1.4932e-01,6.6998e+00,9.0138e+05,4.5096e+02,-5.4887e-01,-1.3112e+00,2.9226e+00,2.1358e+00
2.0000e+03,9.2000e+01,1.0000e+00,2.2330e+01,-1.0266e+06,-1.0266e+06,-3.0616e-01,-inf,1.4935e-01,6.7031e+00,8.9891e+05,4.5497e+02,-7.8137e-01,-1.8240e+00,3.1887e+00,8.9294e+00
2.0000e+03,9.3000e+01,2.0000e+00,2.2464e+01,-1.0254e+06,-1.0254e+06,-3.0948e-01,-inf,1.4939e-01,6.7064e+00,8.9884e+05,4.6310e+02,-4.1659e-01,-4.3874e-01,3.4645e+00,9.5807e+00
2.0000e+03,9.4000e+01,1.0000e+00,2.2651e+01,-1.0247e+06,-1.0247e+06,-3.1281e-01,-inf,1.4943e-01,6.7097e+00,8.9771e+05,4.6716e+02,-1.0517e+00,-1.7227e+00,3.1757e+00,9.7641e+00
2.0000e+03,9.5000e+01,1.0000e+00,2.2837e+01,-1.0241e+06,-1.0241e+06,-3.1614e-01,-inf,1.4946e-01,6.7131e+00,8.9701e+05,4.7115e+02,3.0314e-01,-3.2615e-02,2.9227e+00,3.9701e+00
2.0000e+03,9.6000e+01,2.0000e+00,2.2967e+01,-1.0238e+06,-1.0238e+06,-3.1947e-01,-inf,1.4950e-01,6.7164e+00,8.9642e+05,4.7938e+02,-6.6757e-01,-2.4483e-01,3.2823e+00,5.9330e+00
2.0000e+03,9.7000e+01,1.0000e+00,2.3150e+01,-1.0226e+06,-1.0226e+06,-3.2280e-01,-inf,1.4954e-01,6.7198e+00,8.9611e+05,4.8339e+02,-4.5960e-01,-1.9161e+00,3.2724e+00,9.8951e+00
2.0000e+03,9.8000e+01,2.0000e+00,2.3278e+01,-1.0221e+06,-1.0221e+06,-3.2612e-01,-inf,1.4958e-01,6.7230e+00,8.9486e+05,4.9162e+02,-7.1942e-01,-7.5475e-01,3.1493e+00,5.5077e+00
2.0000e+03,9.9000e+01,1.0000e+00,2.3460e+01,-1.0220e+06,-1.0221e+06,-3.2945e-01,-inf,1.4961e-01,6.7264e+00,8.9435e+05,4.9564e+02,-2.8665e-01,-3.5568e-01,2.8839e+00,2.0613e+00
2.0000e+03,1.0000e+02,1.0000e+00,2.3641e+01,-1.0213e+06,-1.0214e+06,-3.3278e-01,-inf,1.4965e-01,6.7297e+00,8.9433e+05,4.9973e+02,-8.0519e-01,-1.7429e+00,3.0439e+00,4.5215e+00
2.0000e+03,1.0100e+02,1.0000e+00,2.3821e+01,-1.0202e+06,-1.0202e+06,-3.3611e-01,-inf,1.4969e-01,6.7331e+00,8.9363e+05,5.0375e+02,-1.3723e+00,-1.1465e+00,3.1181e+00,7.4634e+00
2.0000e+03,1.0200e+02,1.0000e+00,2.4000e+01,-1.0197e+06,-1.0197e+06,-3.3943e-01,-inf,1.4972e-01,6.7363e+00,8.9244e+05,5.0780e+02,-1.9138e-02,-8.7141e-01,3.2376e+00,5.0985e+00
2.0000e+03,1.0300e+02,1.0000e+00,2.4178e+01,-1.0187e+06,-1.0187e+06,-3.4276e-01,-inf,1.4976e-01,6.7397e+00,9.0276e+05,5.1186e+02,-1.0044e+00,-1.9100e+00,3.1164e+00,8.5124e+00
2.0000e+03,1.0400e+02,1.0000e+00,2.4356e+01,-1.0172e+06,-1.0172e+06,-3.4609e-01,-inf,1.4980e-01,6.7430e+00,9.0174e+05,5.1592e+02,2.3928e-01,-3.3555e-01,3.3357e+00,5.9359e+00
2.0000e+03,1.0500e+02,2.0000e+00,2.4476e+01,-1.0151e+06,-1.0151e+06,-3.4942e-01,-inf,1.4984e-01,6.7464e+00,9.0022e+05,5.2405e+02,-3.4009e-01,-5.4525e-01,3.1912e+00,4.6360e+00
