logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-7.5333e-01,-1.5076e+00,1.6559e+00,1.4698e+00,1.8947e+00,1.8077e+00,3.2433e+00,2.8084e+01,-9.0197e+02
-8.1695e-01,-1.1874e+00,1.7248e+00,1.3291e+00,8.5088e-01,2.7501e+00,3.1308e+00,2.8126e+01,-8.4962e+02
-7.9574e-01,-1.7054e+00,1.6857e+00,1.4653e+00,1.5829e+00,2.5554e+00,3.2250e+00,2.8224e+01,-9.1555e+02
-8.0190e-01,-1.0648e+00,1.6981e+00,-9.6436e-02,1.1771e+00,2.9834e+00,2.7836e+00,2.8012e+01,-8.9940e+02
-6.7048e-01,-1.8973e+00,1.6585e+00,1.4757e+00,9.2912e-01,2.0866e+00,3.2551e+00,2.8035e+01,-9.1984e+02
-7.1323e-01,-1.0727e+00,1.6906e+00,1.6517e+00,1.7854e+00,1.7625e+00,3.2433e+00,2.8072e+01,-8.6919e+02
-8.0966e-01,-1.2803e+00,1.7078e+00,5.8913e-01,1.8281e+00,2.4018e+00,3.2123e+00,2.8101e+01,-9.0796e+02
-8.9925e-01,-1.2121e+00,1.7056e+00,1.3823e+00,1.0148e+00,2.6984e+00,3.1675e+00,2.8109e+01,-8.9053e+02
-8.9034e-01,-1.4200e+00,1.5952e+00,1.6142e+00,1.4509e+00,2.2433e+00,3.2235e+00,2.8034e+01,-9.2069e+02
-9.8230e-01,-1.4188e+00,1.6801e+00,1.4939e+00,9.9326e-01,2.2988e+00,3.3120e+00,2.8158e+01,-9.0875e+02
-8.6770e-01,-1.7119e+00,1.7335e+00,1.4817e+00,8.4593e-01,2.8425e+00,3.1838e+00,2.8329e+01,-9.0953e+02
-8.7085e-01,-1.6088e+00,1.7187e+00,1.7249e+00,4.3377e-01,1.8509e+00,3.4129e+00,2.8378e+01,-8.7795e+02
-8.7235e-01,-1.7420e+00,1.6962e+00,-1.3873e-01,2.1578e+00,2.4831e+00,3.1900e+00,2.8188e+01,-9.2432e+02
-9.9575e-01,-1.2129e+00,1.6860e+00,2.0206e+00,6.2019e-01,2.1165e+00,3.3967e+00,2.8437e+01,-8.9253e+02
-9.5192e-01,-1.3422e+00,1.6805e+00,1.4000e+00,1.1942e+00,1.6928e+00,3.3361e+00,2.8086e+01,-9.0040e+02
-8.2235e-01,-1.2437e+00,1.7321e+00,1.2850e+00,1.6031e+00,2.1967e+00,3.3116e+00,2.8191e+01,-8.8566e+02
-8.6838e-01,-1.1800e+00,1.6997e+00,1.1850e+00,1.2207e+00,2.8306e+00,2.9712e+00,2.8001e+01,-9.2516e+02
-7.2156e-01,-1.5782e+00,1.7162e+00,1.3897e+00,9.5736e-01,2.6272e+00,3.2238e+00,2.8225e+01,-9.0127e+02
-8.7691e-01,-1.8175e+00,1.7157e+00,1.6488e+00,1.3091e+00,2.2967e+00,3.3686e+00,2.8394e+01,-9.2381e+02
-8.1116e-01,-1.4304e+00,1.7182e+00,1.8364e+00,1.5613e+00,1.9433e+00,3.3670e+00,2.8378e+01,-8.3904e+02
-7.1009e-01,-1.1895e+00,1.6579e+00,1.7698e+00,1.6774e+00,2.3524e+00,3.1854e+00,2.8097e+01,-9.1200e+02
-6.9372e-01,-1.2939e+00,1.7213e+00,1.5271e+00,1.2581e+00,2.2708e+00,3.2853e+00,2.8163e+01,-8.9870e+02
-7.5873e-01,-1.4958e+00,1.6765e+00,1.3410e+00,9.2613e-01,2.5255e+00,3.1714e+00,2.8039e+01,-9.1107e+02
-8.1084e-01,-1.4330e+00,1.6282e+00,1.6314e+00,1.6212e+00,2.5306e+00,3.1349e+00,2.8074e+01,-9.1311e+02
-8.2957e-01,-1.0929e+00,1.6662e+00,1.7362e+00,1.3855e+00,2.4517e+00,3.2079e+00,2.8140e+01,-8.8807e+02
-9.4895e-01,-1.4311e+00,1.7252e+00,1.3578e+00,1.5811e+00,2.1077e+00,3.3313e+00,2.8213e+01,-9.0179e+02
-8.5140e-01,-1.3592e+00,1.7174e+00,-1.6877e-01,1.7429e+00,2.2796e+00,3.2637e+00,2.8074e+01,-8.9973e+02
-8.6362e-01,-1.4095e+00,1.6915e+00,8.4397e-01,1.1163e+00,2.5273e+00,3.2302e+00,2.8077e+01,-8.9930e+02
-9.9459e-01,-1.1528e+00,1.6829e+00,7.7950e-01,1.5389e+00,2.8974e+00,3.0139e+00,2.8095e+01,-9.1539e+02
-7.6399e-01,-1.5047e+00,1.6996e+00,1.3828e-01,1.3818e+00,2.4659e+00,3.1999e+00,2.8024e+01,-8.9519e+02
-9.1462e-01,-1.1866e+00,1.7218e+00,1.0858e+00,9.2703e-01,2.5835e+00,3.1912e+00,2.8060e+01,-9.0105e+02
-8.9130e-01,-1.1705e+00,1.6729e+00,1.8669e+00,1.0110e+00,1.8748e+00,3.3538e+00,2.8254e+01,-8.8664e+02
