niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.1585e+05,-1.1586e+05,-1.9980e-03,-1.1586e+05,1.1750e-01,6.9098e+00,inf,3.6740e-01,-1.2445e+00,-1.6970e+00,2.4120e+00,3.4190e+00,3.3251e+00,3.0369e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.1416e+05,-1.1417e+05,-3.9960e-03,-1.1417e+05,1.1751e-01,6.9118e+00,1.1485e+05,9.0291e-01,-1.0956e+00,-1.5439e+00,1.9763e+00,3.4802e+00,3.3970e+00,3.1584e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.1372e+05,-1.1373e+05,-5.9940e-03,-1.1373e+05,1.1753e-01,6.9138e+00,1.1316e+05,1.2821e+00,-1.0521e+00,-1.7167e+00,2.0685e+00,3.4373e+00,3.4131e+00,3.1899e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.1355e+05,-1.1356e+05,-7.9920e-03,-1.1356e+05,1.1755e-01,6.9157e+00,1.1272e+05,1.6719e+00,-1.1199e+00,-1.9790e+00,1.8937e+00,3.4709e+00,3.0035e+00,3.0688e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.1292e+05,-1.1293e+05,-9.9900e-03,-1.1293e+05,1.1757e-01,6.9177e+00,1.1255e+05,2.1972e+00,-1.1232e+00,-1.8667e+00,1.1133e+00,3.4340e+00,2.9944e+00,3.0568e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.1266e+05,-1.1266e+05,-1.1988e-02,-1.1266e+05,1.1758e-01,6.9197e+00,1.1192e+05,2.5772e+00,-1.1706e+00,-1.7159e+00,2.3371e-02,3.2516e+00,3.4431e+00,3.1114e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.1258e+05,-1.1258e+05,-1.3986e-02,-1.1258e+05,1.1760e-01,6.9217e+00,1.1165e+05,2.9581e+00,-1.1383e+00,-1.7924e+00,1.2010e+00,3.4583e+00,1.9336e+00,3.0025e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.1250e+05,-1.1251e+05,-1.5984e-02,-1.1251e+05,1.1762e-01,6.9237e+00,1.1157e+05,3.3335e+00,-1.1537e+00,-1.9690e+00,2.0443e+00,3.4529e+00,1.8808e+00,3.0161e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.1218e+05,-1.1219e+05,-1.7982e-02,-1.1219e+05,1.1763e-01,6.9257e+00,1.1150e+05,3.8489e+00,-1.1202e+00,-1.8805e+00,1.8239e+00,3.4902e+00,2.6797e+00,3.1143e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.1216e+05,-1.1217e+05,-1.9980e-02,-1.1217e+05,1.1765e-01,6.9277e+00,1.1118e+05,4.4869e+00,-1.0928e+00,-1.9212e+00,1.8265e+00,3.4727e+00,2.9494e+00,3.1959e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.1210e+05,-1.1211e+05,-2.1978e-02,-1.1211e+05,1.1767e-01,6.9297e+00,1.1116e+05,4.9817e+00,-1.1132e+00,-1.9792e+00,2.2540e-01,3.4697e+00,1.5777e+00,3.0263e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.1210e+05,-1.1210e+05,-2.3976e-02,-1.1210e+05,1.1466e-01,6.5799e+00,1.1110e+05,5.3602e+00,-1.1505e+00,-1.8323e+00,2.1681e+00,3.4943e+00,2.6089e+00,3.1451e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.1206e+05,-1.1207e+05,-2.5974e-02,-1.1207e+05,1.1770e-01,6.9337e+00,1.1109e+05,5.9002e+00,-1.1006e+00,-1.7886e+00,2.3337e+00,3.4849e+00,2.3696e+00,3.1460e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.1204e+05,-1.1205e+05,-2.7972e-02,-1.1205e+05,1.1772e-01,6.9357e+00,1.1106e+05,6.4046e+00,-1.2218e+00,-1.7975e+00,1.0518e-01,3.3164e+00,3.3382e+00,3.1621e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.1196e+05,-1.1196e+05,-2.9970e-02,-1.1196e+05,1.1774e-01,6.9377e+00,1.1104e+05,6.9124e+00,-1.1456e+00,-1.9816e+00,2.3379e+00,3.4803e+00,2.3753e+00,3.1634e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.1164e+05,-1.1164e+05,-3.1968e-02,-1.1164e+05,1.1775e-01,6.9397e+00,1.1095e+05,7.4307e+00,-1.0486e+00,-1.9225e+00,9.5001e-01,3.4567e+00,1.6764e+00,3.0453e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.1162e+05,-1.1163e+05,-3.3966e-02,-1.1163e+05,1.1777e-01,6.9417e+00,1.1063e+05,7.9341e+00,-1.1452e+00,-1.7157e+00,1.0428e-01,3.4891e+00,2.5475e+00,3.1559e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.1162e+05,-1.1162e+05,-3.5964e-02,-1.1162e+05,1.1733e-01,6.8905e+00,1.1062e+05,8.3184e+00,-1.2370e+00,-1.7420e+00,1.0125e+00,3.4991e+00,1.2714e+00,3.0655e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.1161e+05,-1.1162e+05,-3.7962e-02,-1.1162e+05,1.1055e-01,6.1163e+00,1.1061e+05,8.7083e+00,-1.2290e+00,-1.9021e+00,2.3688e+00,3.4243e+00,1.0097e+00,3.0369e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.1154e+05,-1.1154e+05,-3.9960e-02,-1.1154e+05,1.1782e-01,6.9477e+00,1.1061e+05,9.2617e+00,-1.0369e+00,-1.5384e+00,5.7859e-01,3.4774e+00,1.0150e+00,3.0671e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.1151e+05,-1.1151e+05,-4.1958e-02,-1.1151e+05,1.1784e-01,6.9497e+00,1.1053e+05,9.7879e+00,-1.0694e+00,-1.6730e+00,9.8052e-01,3.4342e+00,2.7775e+00,3.0986e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.1146e+05,-1.1146e+05,-4.3956e-02,-1.1146e+05,1.1785e-01,6.9517e+00,1.1050e+05,1.0308e+01,-1.0180e+00,-1.6567e+00,2.0370e+00,3.4752e+00,1.2017e+00,3.1147e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.1143e+05,-1.1144e+05,-4.5954e-02,-1.1144e+05,1.1787e-01,6.9537e+00,1.1045e+05,1.0784e+01,-1.1241e+00,-1.5340e+00,1.4353e+00,3.4744e+00,2.0744e+00,3.0833e+01
2.4000e+01,2.0000e+00,4.5714e+00,-1.1132e+05,-1.1133e+05,-4.7952e-02,-1.1133e+05,1.1789e-01,6.9557e+00,1.1043e+05,1.1658e+01,-1.2273e+00,-1.7382e+00,2.2365e+00,3.4093e+00,2.7642e+00,3.1528e+01
2.5000e+01,1.0000e+00,4.7529e+00,-1.1124e+05,-1.1125e+05,-4.9950e-02,-1.1125e+05,1.1790e-01,6.9577e+00,1.1032e+05,1.2017e+01,-1.0050e+00,-1.7778e+00,2.0192e+00,3.4241e+00,2.4588e+00,3.1296e+01
2.6000e+01,1.0000e+00,4.9336e+00,-1.1117e+05,-1.1118e+05,-5.1948e-02,-1.1118e+05,1.1792e-01,6.9597e+00,1.1024e+05,1.2531e+01,-1.0334e+00,-1.8768e+00,1.4833e+00,3.4397e+00,1.4845e+00,3.0586e+01
2.7000e+01,1.0000e+00,5.1136e+00,-1.1111e+05,-1.1112e+05,-5.3946e-02,-1.1112e+05,1.1794e-01,6.9617e+00,1.1017e+05,1.3023e+01,-1.0281e+00,-1.9918e+00,2.1598e+00,3.2469e+00,3.1259e+00,3.1306e+01
2.8000e+01,1.0000e+00,5.2930e+00,-1.1106e+05,-1.1107e+05,-5.5944e-02,-1.1107e+05,1.1796e-01,6.9637e+00,1.1011e+05,1.3524e+01,-1.0720e+00,-1.9475e+00,1.6766e-01,3.3592e+00,2.9825e+00,3.1733e+01
2.9000e+01,1.0000e+00,5.4717e+00,-1.1097e+05,-1.1098e+05,-5.7942e-02,-1.1098e+05,1.1797e-01,6.9657e+00,1.1006e+05,1.3896e+01,-1.0735e+00,-1.8921e+00,1.8063e+00,3.4476e+00,1.1507e+00,3.1430e+01
3.0000e+01,1.0000e+00,5.6497e+00,-1.1095e+05,-1.1096e+05,-5.9940e-02,-1.1096e+05,1.1799e-01,6.9677e+00,1.0997e+05,1.4441e+01,-1.1146e+00,-1.6097e+00,2.0537e+00,3.3835e+00,2.5249e+00,3.0580e+01
3.1000e+01,1.0000e+00,5.8271e+00,-1.1095e+05,-1.1095e+05,-6.1938e-02,-1.1095e+05,1.1077e-01,6.1414e+00,1.0995e+05,1.4976e+01,-1.1097e+00,-1.7769e+00,2.1382e+00,3.2780e+00,3.1914e+00,3.1931e+01
3.2000e+01,1.0000e+00,6.0038e+00,-1.1088e+05,-1.1088e+05,-6.3936e-02,-1.1088e+05,1.1802e-01,6.9717e+00,1.0994e+05,1.5340e+01,-1.2029e+00,-1.7063e+00,2.2588e+00,3.4184e+00,1.1688e+00,3.0635e+01
3.3000e+01,2.0000e+00,6.1682e+00,-1.1085e+05,-1.1085e+05,-6.5934e-02,-1.1085e+05,1.1804e-01,6.9737e+00,1.0987e+05,1.6350e+01,-1.1940e+00,-1.9307e+00,1.8131e+00,3.4345e+00,2.3387e+00,3.0890e+01
3.4000e+01,1.0000e+00,6.3433e+00,-1.1067e+05,-1.1068e+05,-6.7932e-02,-1.1068e+05,1.1806e-01,6.9757e+00,1.0984e+05,1.6849e+01,-1.0156e+00,-1.6219e+00,2.3822e+00,3.1491e+00,3.1593e+00,3.0811e+01
3.5000e+01,1.0000e+00,6.5177e+00,-1.1064e+05,-1.1065e+05,-6.9930e-02,-1.1065e+05,1.1807e-01,6.9777e+00,1.0967e+05,1.7348e+01,-1.2359e+00,-1.8609e+00,2.3418e+00,3.0960e+00,3.2704e+00,3.1189e+01
3.6000e+01,1.0000e+00,6.6914e+00,-1.1061e+05,-1.1062e+05,-7.1928e-02,-1.1062e+05,1.1809e-01,6.9797e+00,1.0964e+05,1.7855e+01,-1.1209e+00,-1.6504e+00,7.4660e-01,3.1540e+00,3.2645e+00,3.1537e+01
3.7000e+01,1.0000e+00,6.8646e+00,-1.1059e+05,-1.1060e+05,-7.3926e-02,-1.1060e+05,1.1811e-01,6.9817e+00,1.0961e+05,1.8364e+01,-1.0490e+00,-1.8331e+00,2.2297e+00,3.0259e+00,3.4103e+00,3.1915e+01
3.8000e+01,1.0000e+00,7.0370e+00,-1.1049e+05,-1.1050e+05,-7.5924e-02,-1.1050e+05,1.1812e-01,6.9837e+00,1.0959e+05,1.8729e+01,-1.0074e+00,-1.8589e+00,1.6446e+00,2.9427e+00,3.3637e+00,3.1336e+01
3.9000e+01,1.0000e+00,7.2089e+00,-1.1049e+05,-1.1049e+05,-7.7922e-02,-1.1049e+05,1.1694e-01,6.8442e+00,1.0949e+05,1.9235e+01,-1.1847e+00,-1.6226e+00,1.9777e+00,2.9682e+00,3.3695e+00,3.0800e+01
4.0000e+01,1.0000e+00,7.3801e+00,-1.1047e+05,-1.1048e+05,-7.9920e-02,-1.1048e+05,1.1816e-01,6.9874e+00,1.0948e+05,1.9770e+01,-1.1218e+00,-1.5858e+00,1.5431e+00,3.4240e+00,1.7487e+00,3.1691e+01
4.1000e+01,1.0000e+00,7.5506e+00,-1.1045e+05,-1.1045e+05,-8.1918e-02,-1.1045e+05,1.1818e-01,6.9897e+00,1.0947e+05,2.0133e+01,-1.0688e+00,-1.6932e+00,1.9925e+00,3.3834e+00,1.2252e+00,3.0415e+01
4.2000e+01,1.0000e+00,7.7206e+00,-1.1044e+05,-1.1045e+05,-8.3916e-02,-1.1045e+05,1.1767e-01,6.9304e+00,1.0944e+05,2.0648e+01,-1.1374e+00,-1.5799e+00,2.0563e+00,3.3255e+00,2.7551e+00,3.1601e+01
4.3000e+01,1.0000e+00,7.8899e+00,-1.1038e+05,-1.1039e+05,-8.5914e-02,-1.1039e+05,1.1821e-01,6.9937e+00,1.0944e+05,2.1025e+01,-1.1577e+00,-1.8612e+00,5.8511e-01,3.2877e+00,3.0225e+00,3.1229e+01
4.4000e+01,1.0000e+00,8.0586e+00,-1.1038e+05,-1.1038e+05,-8.7912e-02,-1.1038e+05,1.1801e-01,6.9696e+00,1.0938e+05,2.1535e+01,-1.1863e+00,-1.9596e+00,1.9782e+00,3.3470e+00,2.7203e+00,3.1133e+01
4.5000e+01,1.0000e+00,8.2267e+00,-1.1028e+05,-1.1028e+05,-8.9910e-02,-1.1028e+05,1.1824e-01,6.9977e+00,1.0937e+05,2.2042e+01,-1.1747e+00,-1.7814e+00,1.2694e-01,3.3838e+00,1.4472e+00,3.0154e+01
4.6000e+01,2.0000e+00,8.3789e+00,-1.1022e+05,-1.1023e+05,-9.1908e-02,-1.1023e+05,1.1826e-01,6.9997e+00,1.0927e+05,2.2910e+01,-1.0506e+00,-1.8996e+00,7.1924e-01,3.0710e+00,3.2626e+00,3.1463e+01
4.7000e+01,1.0000e+00,8.5455e+00,-1.0986e+05,-1.0987e+05,-9.3906e-02,-1.0987e+05,1.1828e-01,7.0017e+00,1.0922e+05,2.3424e+01,-1.1524e+00,-1.5922e+00,2.4341e+00,3.3015e+00,1.2474e+00,3.0237e+01
4.8000e+01,1.0000e+00,8.7114e+00,-1.0980e+05,-1.0981e+05,-9.5904e-02,-1.0981e+05,1.1829e-01,7.0037e+00,1.0886e+05,2.3786e+01,-1.2173e+00,-1.8091e+00,1.3550e+00,3.3609e+00,1.8081e+00,3.0195e+01
4.9000e+01,1.0000e+00,8.8768e+00,-1.0979e+05,-1.0979e+05,-9.7902e-02,-1.0979e+05,1.1831e-01,7.0056e+00,1.0880e+05,2.4158e+01,-1.2331e+00,-1.9970e+00,1.1700e+00,2.9756e+00,3.3074e+00,3.1440e+01
5.0000e+01,1.0000e+00,9.0416e+00,-1.0973e+05,-1.0974e+05,-9.9900e-02,-1.0974e+05,1.1833e-01,7.0077e+00,1.0878e+05,2.4562e+01,-1.1847e+00,-1.5308e+00,2.3466e+00,2.8626e+00,3.2768e+00,3.0474e+01
5.1000e+01,2.0000e+00,9.1892e+00,-1.0972e+05,-1.0973e+05,-1.0190e-01,-1.0973e+05,1.1832e-01,7.0063e+00,1.0873e+05,2.5437e+01,-1.1559e+00,-1.8515e+00,9.2986e-01,3.0692e+00,3.2528e+00,3.0855e+01
5.2000e+01,1.0000e+00,9.3525e+00,-1.0969e+05,-1.0970e+05,-1.0390e-01,-1.0970e+05,1.1836e-01,7.0117e+00,1.0872e+05,2.5951e+01,-1.0598e+00,-1.7259e+00,2.2559e+00,3.3018e+00,2.1636e+00,3.1131e+01
5.3000e+01,1.0000e+00,9.5153e+00,-1.0965e+05,-1.0966e+05,-1.0589e-01,-1.0966e+05,1.1838e-01,7.0136e+00,1.0869e+05,2.6465e+01,-1.2119e+00,-1.7158e+00,1.3206e+00,3.3786e+00,2.2009e+00,3.1005e+01
5.4000e+01,1.0000e+00,9.6774e+00,-1.0950e+05,-1.0951e+05,-1.0789e-01,-1.0951e+05,1.1839e-01,7.0156e+00,1.0865e+05,2.6977e+01,-1.2393e+00,-1.5832e+00,9.2487e-01,3.3414e+00,2.2076e+00,3.0251e+01
5.5000e+01,1.0000e+00,9.8390e+00,-1.0943e+05,-1.0944e+05,-1.0989e-01,-1.0944e+05,1.1841e-01,7.0176e+00,1.0850e+05,2.7340e+01,-1.0319e+00,-1.7965e+00,2.7168e-01,2.1926e+00,3.4556e+00,3.0134e+01
5.6000e+01,1.0000e+00,1.0000e+01,-1.0942e+05,-1.0942e+05,-1.1189e-01,-1.0942e+05,1.1843e-01,7.0196e+00,1.0843e+05,2.7844e+01,-1.0365e+00,-1.8565e+00,4.3267e-01,1.3351e+00,3.4866e+00,3.0359e+01
5.7000e+01,1.0000e+00,1.0160e+01,-1.0937e+05,-1.0938e+05,-1.1389e-01,-1.0938e+05,1.1845e-01,7.0216e+00,1.0841e+05,2.8337e+01,-1.1474e+00,-1.5322e+00,1.8046e-01,2.3298e+00,3.4385e+00,3.1322e+01
5.8000e+01,1.0000e+00,1.0320e+01,-1.0933e+05,-1.0934e+05,-1.1588e-01,-1.0934e+05,1.1846e-01,7.0236e+00,1.0837e+05,2.8846e+01,-1.1100e+00,-1.7281e+00,1.4699e+00,1.0629e+00,3.4728e+00,3.0142e+01
5.9000e+01,1.0000e+00,1.0480e+01,-1.0929e+05,-1.0929e+05,-1.1788e-01,-1.0929e+05,1.1848e-01,7.0256e+00,1.0833e+05,2.9352e+01,-1.1091e+00,-1.6761e+00,1.9298e+00,3.1145e+00,3.0762e+00,3.0857e+01
6.0000e+01,3.0000e+00,1.0601e+01,-1.0924e+05,-1.0924e+05,-1.1988e-01,-1.0924e+05,1.1850e-01,7.0276e+00,1.0828e+05,3.0751e+01,-1.1493e+00,-1.6288e+00,3.1085e-02,3.3205e+00,2.1506e+00,3.0139e+01
6.1000e+01,1.0000e+00,1.0758e+01,-1.0921e+05,-1.0922e+05,-1.2188e-01,-1.0922e+05,1.1851e-01,7.0296e+00,1.0823e+05,3.1244e+01,-1.1577e+00,-1.9616e+00,1.9191e+00,3.3182e+00,2.0567e+00,3.1042e+01
6.2000e+01,2.0000e+00,1.0896e+01,-1.0909e+05,-1.0910e+05,-1.2388e-01,-1.0910e+05,1.1853e-01,7.0316e+00,1.0821e+05,3.2113e+01,-1.2453e+00,-1.8571e+00,1.4512e+00,3.3270e+00,1.8475e+00,3.0240e+01
6.3000e+01,1.0000e+00,1.1053e+01,-1.0903e+05,-1.0904e+05,-1.2587e-01,-1.0904e+05,1.1855e-01,7.0336e+00,1.0809e+05,3.2477e+01,-1.0369e+00,-1.5072e+00,5.4387e-01,1.1121e+00,3.4503e+00,3.0913e+01
6.4000e+01,1.0000e+00,1.1208e+01,-1.0897e+05,-1.0898e+05,-1.2787e-01,-1.0898e+05,1.1856e-01,7.0356e+00,1.0803e+05,3.2981e+01,-1.0172e+00,-1.8292e+00,2.0282e+00,3.1818e+00,2.6650e+00,3.1178e+01
6.5000e+01,1.0000e+00,1.1364e+01,-1.0896e+05,-1.0896e+05,-1.2987e-01,-1.0896e+05,1.1858e-01,7.0375e+00,1.0797e+05,3.3342e+01,-1.2119e+00,-1.6729e+00,3.2611e-01,2.1354e+00,3.4559e+00,3.0265e+01
6.6000e+01,1.0000e+00,1.1518e+01,-1.0895e+05,-1.0896e+05,-1.3187e-01,-1.0896e+05,1.1856e-01,7.0357e+00,1.0795e+05,3.3864e+01,-1.1815e+00,-1.9854e+00,2.2017e+00,3.2792e+00,1.2262e+00,3.1199e+01
6.7000e+01,1.0000e+00,1.1672e+01,-1.0888e+05,-1.0888e+05,-1.3387e-01,-1.0888e+05,1.1861e-01,7.0416e+00,1.0795e+05,3.4375e+01,-1.1263e+00,-1.5951e+00,2.3864e+00,2.5937e+00,3.2771e+00,3.1384e+01
6.8000e+01,1.0000e+00,1.1826e+01,-1.0871e+05,-1.0871e+05,-1.3586e-01,-1.0871e+05,1.1863e-01,7.0436e+00,1.0787e+05,3.4872e+01,-1.2396e+00,-1.8446e+00,1.9557e+00,2.9888e+00,3.1315e+00,3.1088e+01
6.9000e+01,1.0000e+00,1.1979e+01,-1.0868e+05,-1.0869e+05,-1.3786e-01,-1.0869e+05,1.1865e-01,7.0456e+00,1.0770e+05,3.5363e+01,-1.1684e+00,-1.8471e+00,2.1866e+00,3.1618e+00,2.8369e+00,3.0554e+01
7.0000e+01,2.0000e+00,1.2111e+01,-1.0867e+05,-1.0867e+05,-1.3986e-01,-1.0867e+05,1.1866e-01,7.0476e+00,1.0768e+05,3.6120e+01,-1.2307e+00,-1.5140e+00,2.2071e+00,2.5761e+00,3.3227e+00,3.0796e+01
7.1000e+01,1.0000e+00,1.2263e+01,-1.0850e+05,-1.0851e+05,-1.4186e-01,-1.0851e+05,1.1868e-01,7.0496e+00,1.0766e+05,3.6647e+01,-1.1554e+00,-1.5284e+00,2.0455e+00,2.3890e+00,3.3521e+00,3.0795e+01
7.2000e+01,1.0000e+00,1.2414e+01,-1.0850e+05,-1.0850e+05,-1.4386e-01,-1.0850e+05,1.1516e-01,6.6373e+00,1.0750e+05,3.7025e+01,-1.2075e+00,-1.6408e+00,2.1745e+00,1.3233e+00,3.4351e+00,3.1508e+01
7.3000e+01,1.0000e+00,1.2565e+01,-1.0843e+05,-1.0844e+05,-1.4585e-01,-1.0844e+05,1.1871e-01,7.0536e+00,1.0749e+05,3.7530e+01,-1.0039e+00,-1.6922e+00,3.8679e-01,3.0787e+00,3.0392e+00,3.0184e+01
7.4000e+01,1.0000e+00,1.2715e+01,-1.0843e+05,-1.0843e+05,-1.4785e-01,-1.0843e+05,1.1857e-01,7.0360e+00,1.0743e+05,3.7915e+01,-1.2009e+00,-1.9362e+00,1.6701e+00,3.2035e+00,2.6391e+00,3.1304e+01
7.5000e+01,1.0000e+00,1.2864e+01,-1.0835e+05,-1.0836e+05,-1.4985e-01,-1.0836e+05,1.1875e-01,7.0576e+00,1.0742e+05,3.8429e+01,-1.1571e+00,-1.6892e+00,6.7432e-02,3.2989e+00,1.5972e+00,3.0275e+01
7.6000e+01,2.0000e+00,1.2991e+01,-1.0831e+05,-1.0832e+05,-1.5185e-01,-1.0832e+05,1.1876e-01,7.0596e+00,1.0735e+05,3.9161e+01,-1.0225e+00,-1.9383e+00,2.2370e+00,1.5127e+00,3.3300e+00,3.0996e+01
7.7000e+01,1.0000e+00,1.3140e+01,-1.0827e+05,-1.0828e+05,-1.5385e-01,-1.0828e+05,1.1878e-01,7.0616e+00,1.0731e+05,3.9532e+01,-1.1321e+00,-1.9464e+00,5.7305e-01,3.2499e+00,2.0419e+00,3.1072e+01
7.8000e+01,1.0000e+00,1.3288e+01,-1.0822e+05,-1.0823e+05,-1.5584e-01,-1.0823e+05,1.1880e-01,7.0636e+00,1.0727e+05,4.0048e+01,-1.1809e+00,-1.5991e+00,2.3953e+00,3.1898e+00,1.8945e+00,3.1002e+01
7.9000e+01,1.0000e+00,1.3435e+01,-1.0821e+05,-1.0822e+05,-1.5784e-01,-1.0822e+05,1.1854e-01,7.0331e+00,1.0722e+05,4.0569e+01,-1.2009e+00,-1.8809e+00,2.0613e+00,3.2412e+00,1.0697e+00,3.1147e+01
8.0000e+01,2.0000e+00,1.3559e+01,-1.0821e+05,-1.0822e+05,-1.5984e-01,-1.0822e+05,1.1821e-01,6.9939e+00,1.0721e+05,4.1512e+01,-1.0047e+00,-1.7821e+00,2.1075e-01,1.9428e+00,3.3632e+00,3.1042e+01
8.1000e+01,1.0000e+00,1.3706e+01,-1.0820e+05,-1.0821e+05,-1.6184e-01,-1.0821e+05,1.1879e-01,7.0628e+00,1.0721e+05,4.1896e+01,-1.2389e+00,-1.5279e+00,2.2381e+00,3.2035e+00,1.8878e+00,3.1115e+01
8.2000e+01,1.0000e+00,1.3851e+01,-1.0819e+05,-1.0819e+05,-1.6384e-01,-1.0819e+05,1.1887e-01,7.0716e+00,1.0720e+05,4.2416e+01,-1.1198e+00,-1.7045e+00,1.1113e+00,1.3575e+00,3.4032e+00,3.0836e+01
8.3000e+01,1.0000e+00,1.3997e+01,-1.0792e+05,-1.0793e+05,-1.6583e-01,-1.0793e+05,1.1888e-01,7.0736e+00,1.0718e+05,4.2784e+01,-1.1824e+00,-1.7388e+00,2.4582e-01,2.7841e+00,3.2101e+00,3.1134e+01
8.4000e+01,2.0000e+00,1.4118e+01,-1.0786e+05,-1.0786e+05,-1.6783e-01,-1.0786e+05,1.1890e-01,7.0756e+00,1.0692e+05,4.3675e+01,-1.1049e+00,-1.9455e+00,1.1560e+00,3.2159e+00,2.1625e+00,3.0932e+01
8.5000e+01,1.0000e+00,1.4262e+01,-1.0783e+05,-1.0784e+05,-1.6983e-01,-1.0784e+05,1.1892e-01,7.0776e+00,1.0685e+05,4.4192e+01,-1.1970e+00,-1.8366e+00,1.0771e-04,1.6670e+00,3.3753e+00,3.0836e+01
8.6000e+01,1.0000e+00,1.4405e+01,-1.0781e+05,-1.0781e+05,-1.7183e-01,-1.0781e+05,1.1893e-01,7.0796e+00,1.0683e+05,4.4571e+01,-1.0120e+00,-1.5550e+00,2.4839e+00,3.0468e+00,2.3628e+00,3.0903e+01
8.7000e+01,1.0000e+00,1.4548e+01,-1.0775e+05,-1.0775e+05,-1.7383e-01,-1.0775e+05,1.1895e-01,7.0816e+00,1.0680e+05,4.5084e+01,-1.1953e+00,-1.5376e+00,1.1054e+00,3.2733e+00,1.1495e+00,3.0369e+01
8.8000e+01,1.0000e+00,1.4691e+01,-1.0766e+05,-1.0766e+05,-1.7582e-01,-1.0766e+05,1.1897e-01,7.0836e+00,1.0674e+05,4.5601e+01,-1.2484e+00,-1.8497e+00,1.0922e+00,2.5304e+00,3.2955e+00,3.1251e+01
8.9000e+01,1.0000e+00,1.4833e+01,-1.0763e+05,-1.0764e+05,-1.7782e-01,-1.0764e+05,1.1898e-01,7.0856e+00,1.0665e+05,4.5973e+01,-1.2143e+00,-1.5972e+00,2.1988e+00,2.2498e+00,3.2856e+00,3.0825e+01
9.0000e+01,1.0000e+00,1.4975e+01,-1.0752e+05,-1.0752e+05,-1.7982e-01,-1.0752e+05,1.1900e-01,7.0876e+00,1.0663e+05,4.6386e+01,-1.0604e+00,-1.7794e+00,2.2214e+00,2.3233e+00,3.2125e+00,3.0905e+01
9.1000e+01,2.0000e+00,1.5091e+01,-1.0748e+05,-1.0749e+05,-1.8182e-01,-1.0749e+05,1.1902e-01,7.0896e+00,1.0651e+05,4.7429e+01,-1.1297e+00,-1.8482e+00,2.4770e+00,2.5384e+00,3.0893e+00,3.0920e+01
9.2000e+01,1.0000e+00,1.5232e+01,-1.0748e+05,-1.0748e+05,-1.8382e-01,-1.0748e+05,1.1655e-01,6.7989e+00,1.0648e+05,4.7921e+01,-1.2139e+00,-1.8433e+00,1.5644e+00,3.2292e+00,2.4500e+00,3.1454e+01
9.3000e+01,2.0000e+00,1.5347e+01,-1.0731e+05,-1.0732e+05,-1.8581e-01,-1.0732e+05,1.1905e-01,7.0936e+00,1.0647e+05,4.8973e+01,-1.0865e+00,-1.8267e+00,1.5278e-01,3.1367e+00,2.6304e+00,3.0703e+01
9.4000e+01,1.0000e+00,1.5486e+01,-1.0723e+05,-1.0724e+05,-1.8781e-01,-1.0724e+05,1.1907e-01,7.0956e+00,1.0631e+05,4.9467e+01,-1.0735e+00,-1.9251e+00,1.8652e+00,3.0775e+00,2.5843e+00,3.0877e+01
9.5000e+01,1.0000e+00,1.5625e+01,-1.0721e+05,-1.0722e+05,-1.8981e-01,-1.0722e+05,1.1908e-01,7.0976e+00,1.0623e+05,4.9837e+01,-1.0758e+00,-1.6799e+00,1.5816e+00,3.0719e+00,2.7828e+00,3.0671e+01
9.6000e+01,1.0000e+00,1.5764e+01,-1.0715e+05,-1.0716e+05,-1.9181e-01,-1.0716e+05,1.1910e-01,7.0996e+00,1.0621e+05,5.0218e+01,-1.2269e+00,-1.7083e+00,1.0136e+00,3.2483e+00,1.2120e+00,3.0362e+01
9.7000e+01,1.0000e+00,1.5902e+01,-1.0706e+05,-1.0707e+05,-1.9381e-01,-1.0707e+05,1.1912e-01,7.1016e+00,1.0615e+05,5.0602e+01,-1.0267e+00,-1.7757e+00,6.1096e-01,3.0354e+00,2.7429e+00,3.0819e+01
9.8000e+01,1.0000e+00,1.6039e+01,-1.0704e+05,-1.0705e+05,-1.9580e-01,-1.0705e+05,1.1913e-01,7.1036e+00,1.0606e+05,5.1115e+01,-1.0525e+00,-1.5846e+00,2.4860e+00,2.4176e+00,3.1539e+00,3.0182e+01
